"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12393","Register user with new email address","chromium","Tue Sep 30 15:32:46 EEST 2025","passed","Tue Sep 30 15:32:58 EEST 2025","Register user","","",""
